セクション1-6:副詞 (adverbs),例文,"Q: ""She walks very slowly."" この文の副詞をあげてください。","A: 副詞: very, slowly.","walking slowly"
セクション1-6:副詞 (adverbs),練習問題,"Q: 以下の文の中から副詞を全て挙げてください。""He rarely goes out since he moved to the new city.""","A: 副詞: rarely, out, since, new.",city
セクション1-6:副詞 (adverbs),同じカテゴリ内の拡張,"Q: 比較級と最上級に用いる副詞を説明し、例を挙げてください。","A: 比較級は2つの行動を比較する際に使用され、'-er' または 'more' の形をとることが多いです。例: ""faster"", ""more slowly""。最上級は3つ以上の行動の中から最も顕著なものを表示する際に使用され、'-est' または 'most' の形をとります。例: ""fastest"", ""most slowly""。","race"
セクション1-6:副詞 (adverbs),異なるカテゴリとの関連性,"Q: 副詞はどのように動詞と関連していますか？","A: 副詞は、動詞の行動の様態、場所、時間、頻度を修飾します。例: ""She runs quickly."" では、""quickly"" は ""runs"" を修飾し、彼女がどのように走るかを説明しています。","running fast"
セクション1-6:副詞 (adverbs),文化的・社会的文脈,"Q: 副詞は文化や社会によって異なる意味を持つことがありますか？","A: はい、副詞もまた、地域や文化ごとに異なるニュアンスを持つことがあります。例えば、""well""はアメリカ英語では""very""と同等の強調助詞として使われる場合があります。","well done"
セクション1-6:副詞 (adverbs),実用的な派生,"Q: 副詞「fast」を使った一般的なイディオムやフレーズを挙げてください。","A: 例えば、""fast forward""は一般的な表現で、「時間を早める」または「進歩する」などの意味があります","fast forward"
セクション1-7:前置詞 (prepositions),学習事項の基礎的な説明,"Q: 前置詞とは何ですか？","A: 前置詞は、文中の名詞や代名詞とそれ以外の部分との関係を示す単語です。場所（""on""、""at""、""in""）、時間（""before""、 ""after""、 ""during""）や方向（""to""、 ""into""、 ""toward""）を示すために使うことが多いです。","preposition"
セクション1-7:前置詞 (prepositions),例文,"Q: ""She is in the park."" この文での前置詞をあげてください。","A: 前置詞: in.","park"
セクション1-7:前置詞 (prepositions),練習問題,"Q:次の文で、前置詞を２つ挙げてください。 ""He will arrive at the station before noon.""","A: 前置詞: at, before.",train station
セクション1-7:前置詞 (prepositions),同じカテゴリ内の拡張,"Q: 具体的な物事や抽象的な概念に使われる前置詞の例を３つずつあげてください。","A: 具体的な物事: ""in a box""（箱の中に）, ""on the table"" (テーブルの上に), ""under the bed""（ベッドの下に）。抽象的な概念: ""before midnight""（真夜中前に）, ""after class""（授業後に）, ""during the meeting""（会議中に）。","box"
セクション1-7:前置詞 (prepositions),異なるカテゴリとの関連性,"Q: 前置詞と動詞が一緒に使われる理由は何ですか？","A: 動詞との前置詞の組み合わせ（前置詞句）は、動詞の意味を具体化したり解釈したりするためによく使われます。例えば、""look at""は具体的な見る行為を、「look for」は探す行為を表します。","looking for"
セクション1-7:前置詞 (prepositions),文化的・社会的文脈,"Q: 前置詞の使い方は、国や地域によって変わることがありますか？","A: はい、その通りです。例えば、アメリカ英語では ""on the weekend"" と表現するのに対して、イギリス英語では ""at the weekend"" と表現します。","weekend"
セクション1-7:前置詞 (prepositions),実用的な派生,"Q: ""run""という動詞に関連するイディオムにはどのようなものがありますか？それぞれの意味も教えてください。","A: 例えば、""run into""（遭遇する、偶然に見つける）や ""run out of""（〜がなくなる）などがあります。","running into surprise"
セクション1-8:接続詞 (conjunctions),学習事項の基礎的な説明,"Q: 接続詞とは何ですか？","A: 接続詞は単語や節、文をつなげるために使われる語です。接続詞には語や句、節をつなげるもの（and, but, or）や文をつなげるもの（so, because, although）があります。","conjunction"
セクション1-8:接続詞 (conjunctions),例文,"Q: ""I like cats but I am allergic."" この文での接続詞をあげてください。","A: 接続詞: but.","cats"
セクション1-8:接続詞 (conjunctions),練習問題,"Q:次の文で、接続詞を２つ挙げてください。 ""She wanted to play outside, but it was raining, so she read a book instead.""","A: 接続詞: but, so.",books
セクション1-8:接続詞 (conjunctions),同じカテゴリ内の拡張,"Q:接続詞の種類を挙げてその用途を説明してください。","A: 代表的な接続詞には次のものがあります: 1. 節接続詞（例: that、if、because等） - 主文と従属文をつなげる。 2. 系列接続詞（例: and、or、but等） - 同じ種類の語や節をつなげる。 3. 節接続副詞（例: however、therefore等） - 文をつなげ、前の文に対する続きや転換を示す。","conjunction example"
セクション1-8:接続詞 (conjunctions),異なるカテゴリとの関連性,"Q: 副詞と接続詞は何が違いますか？","A:副詞は動詞、形容詞、他の副詞、もしくは全体の文を修飾するのに対して、接続詞は文や語句をつなげます。","connect"
セクション1-8:接続詞 (conjunctions),文化的・社会的文脈,"Q: 接続詞の使い方は、国や地域によって変わることがありますか？","A: はい、接続詞の順序や使われ方は、方言や言語変種によって異なることがあります。例えば、アメリカ英語では '""I drink coffee and eat breakfast.""（私はコーヒーを飲み、そして朝食を食べる）と最初に '""coffee""'の行為を述べてから '""breakfast""' の行為を述べますが、いくつかの英語変種では逆の順序で表現します。","cultural difference"
セクション1-8:接続詞 (conjunctions),実用的な派生,"Q: 接続詞の使用によって、文の意味にどのような影響を与えることがありますか？","A: 接続詞によって、文の意味や文全体の流れが大きく変わることがあります。例えば、'""She was tired, so she went to bed early.""'と'""She was tired, but she went to bed early.""'では、'""so""'と'""but""'の違いにより、全体のニュアンスが大きく変わります。","changing meaning"
セクション1-9:感嘆詞 (interjections),学習事項の基礎的な説明,"Q: 感嘆詞とは何ですか？","A: 感嘆詞は、驚き、興奮、怒り、悲しみなどの感情や感覚を表現するための単語です。例えば '""Wow!"", '""Ouch!"", '""Oh!"", '""Hmm""' などがあります。","emotion"
セクション1-9:感嘆詞 (interjections),例文,"Q: ""Hmm, I'm not sure about that."" この文での感嘆詞をあげてください。","A:感嘆詞: Hmm.","thinking"
セクション1-9:感嘆詞 (interjections),練習問題,"Q: 次の感嘆詞を使って文を作ってください。 ""Oh"", ""Wow"", ""Oops"".","A: ""Oh, I didn't know that. Wow, that's amazing! Oops, I dropped my pencil.""","writing"
セクション1-9:感嘆詞 (interjections),同じカテゴリ内の拡張,"Q: 感嘆詞はどのような場面で頻繁に使われますか？","A: 感嘆詞はしばしば、突然の驚きや感情の発露、反応を示すために使われます。会話の中で感情を強調するのによく使われます。","excitement"
セクション1-9:感嘆詞 (interjections),異なるカテゴリとの関連性,"Q: 一部の感嘆詞は他の品詞としても機能することがありますか？","A: はい、それは可能です。例えば、'""well""'は感嘆詞として使われることもありますが、副詞や間投詞としても使われます。","multiple usages"
セクション1-9:感嘆詞 (interjections),文化的・社会的文脈,"Q: 感嘆詞は地域や文化によって違いがありますか？","A: はい、感嘆詞は文化や地域によって異なる意味やニュアンスを持つことがあります。それぞれの国や地域のスラングや方言において、特定の感嘆詞が独特な意味を持つこともあります。","cultural difference"
セクション1-9:感嘆詞 (interjections),実用的な派生,"Q: 感嘆詞の活用例を挙げて説明してください。","A: 感嘆詞はさまざまな状況や感情を表すために使用されます。例えば、'""Oh!""'は驚きや理解を表すのに使われ、'""Ugh!""'は不快感やイライラを表すのに使われ、'""Yay!""'は喜びや興奮を表すのに使われます。","express emotions"
セクション2-1:文の種類 (Types of Sentences),学習事項の基礎的な説明,"Q: 文の基本的な種類とは何ですか？","A: 文はその機能によって異なる種類に分けられます。声明文、疑問文、命令文、感嘆文があります。","sentence types"
セクション2-1:文の種類 (Types of Sentences),例文,"Q: ""Can you help me?"" この文の種類を教えてください。","A: これは疑問文です。","question"
セクション2-1:文の種類 (Types of Sentences),練習問題,"Q: 次のそれぞれの文の種類を答えてください。 ""Stop!""、""It's raining.""、""What's your name?""","A: ""Stop!""は命令文、""It's raining.""は声明文、""What's your name?""は疑問文です。","types of sentences"
セクション2-1:文の種類 (Types of Sentences),同じカテゴリ内の拡張,"Q: 感嘆文とは何か、その特徴は何かを説明してください。","A: 感嘆文は驚きや強い感情を表します。通常は"Wow!"や"Oh!"などの感嘆詞で始まります。","exclamation"
セクション2-1:文の種類 (Types of Sentences),異なるカテゴリとの関連性,"Q: 「文の種類」は、英語の他の文法事項とどのように関連していますか？","A:「文の種類」は、文の目的や形式に応じて適切な語彙、文法、句読点を選択するのに重要な基礎となっています。また、話し言葉や書き言葉といった文脈によって、どの文の種類を使うべきかも決まります。","situational English"
セクション2-1:文の種類 (Types of Sentences),文化的・社会的文脈,"Q: 文の種類は文化的習慣や社会的文脈に影響されますか？","A: はい、それは可能です。例えば、ある社会的・文化的な習慣では直接的な命令文の使用が一般的かもしれませんが、他の習慣では否定形を使って間接的な命令文が好まれるかもしれません。","cultural communication"
セクション2-1:文の種類 (Types of Sentences),実用的な派生,"Q: 声調を変えることで、同じ文でも異なる種類の文にすることができますか？","A:確かに、声調を変えることで、同じ単語の並びでも異なる種類の文を表現できます。例えば、""You're going?""と疑問調で言えば、それは疑問文になりますが、""You're going.""と平坦に言えば、それは声明文になります。","intonation"
セクション2-2:疑問文 (questions),学習事項の基礎的な説明,"Q: 疑問文とは何ですか？", "A: 疑問文は情報を求めるために使われます。大抵は疑問詞（Who, What, Where, When, Why, How）で始まり、文末に疑問符(?)を置きます。","question"
セクション2-2:疑問文 (questions),例文,"Q: ""Who ate the last piece of cake?"" この文は何型の疑問文ですか？","A: これは「誰が」を尋ねる疑問文です。","cake"
セクション2-2:疑問文 (questions),練習問題,"Q: 次の文を疑問文に変えてください。 ""You are studying English.""","A: ""Are you studying English?""","studying"
セクション2-2:疑問文 (questions),同じカテゴリ内の拡張,"Q: 疑問詞以外にも疑問文を作る方法を教えてください。","A: はい、auxiliary verb（be, have, doなどの助動詞）やmodal verb（can, could, wouldなどのモーダル動詞）を文の最初に置くことでも疑問文を作ることができます。例: ""Do you like baseball?""、""Can you swim?""","baseball"
セクション2-2:疑問文 (questions),異なるカテゴリとの関連性,"Q: 疑問文中の疑問詞は、具体的にどのような情報を求めますか？","A: 疑問詞は種類により、異なる情報を尋ねます。例えば、""Who""は人物を、“Where”は場所を、“When”は時間を、“What”は物事を、“Why”は理由を、“How”は方法や状態を尋ねます。", "questions"
セクション2-2:疑問文 (questions),文化的・社会的文脈,"Q: 疑問文は、文化的な習慣やマナーにより使用が違いますか？", "A: はい、それは可能です。例えば、文化によっては直接的な疑問文が不適切とされ、間接的な表現が好まれる場合もあります。", "cultural manners"
セクション2-2:疑問文 (questions),実用的な派生,"Q: 疑問文は、実際のコミュニケーションでどのように使用されますか？", "A: 疑問文は情報を得るためだけでなく、会話を始めたり続けたりするためにも頻繁に使用します。また、礼儀を示すために疑問形を使うこともあります。例: ""Could you pass the salt, please?""","communication"
セクション2-3:否定文 (negatives),学習事項の基礎的な説明,"Q: 否定文とは何ですか?", "A: 否定文は何かが存在しないこと、または行動が行われないことを表す文です。一般的には動詞の前に否定語 'not' を置くことで作られます。","negation"
セクション2-3:否定文 (negatives),例文,"Q: ""She does not play piano."" この文は何型の否定文ですか？","A: これは「する」動詞に否定語を加えた否定文です。","piano"
セクション2-3:否定文 (negatives),練習問題,"Q: 次の文を否定文に変えてください。 ""They are going to the park.""","A: ""They are not going to the park.""","park"
セクション2-3:否定文 (negatives),同じカテゴリ内の拡張,"Q: Englishでは、'not'以外にもどのような否定語がありますか？","A: 英語には 'not' の他にも 'never'（決して～ない）や 'no one'（誰も～ない）、'nothing'（何も～ない）などの否定語があります。","negation"
セクション2-3:否定文 (negatives),異なるカテゴリとの関連性,"Q: 疑問文と否定文はどのように関係していますか？","A: 疑問文と否定文は関連しています。たとえば、否定的な回答を与えるための疑問文があります。例：""Isn't it beautiful?""","question and negation"
セクション2-3:否定文 (negatives),文化的・社会的文脈,"Q: 否定文の用法は、文化や社会により異なりますか？", "A: はい、それは可能です。例えば、一部の文化では間接的な否定を好むことがあります。また、'no'と直接言うことを避ける傾向もあるかもしれません。","cultural manners"
セクション2-3:否定文 (negatives),実用的な派生,"Q: 否定文は実際のコミュニケーションでどのように使いますか？", "A: 否定文は、仮定や意志、要求、提案などを表すためにも頻繁に使用されます。また、「no」と直接言うのを避けたいときや、否定的な意見を表す際にも使われます。","communication"
セクション2-4:肯定文 (affirmatives),学習事項の基礎的な説明,"Q: 肯定文とは何ですか？", "A: 肯定文は何かが存在すること、または行動が行われることを表す文です。対義語は否定文です。","affirmation"
セクション2-4:肯定文 (affirmatives),例文,"Q: ""James plays soccer."" この文は何型の肯定文ですか？","A: これは「する」動詞を用いた肯定文です。", "soccer"
セクション2-4:肯定文 (affirmatives),練習問題,"Q: 次の文を肯定文に変えてください。 ""They are not going to the beach.""","A: ""They are going to the beach.""","beach"
セクション2-4:肯定文 (affirmatives),同じカテゴリ内の拡張,"Q: 長い肯定文を作るためにはどうしたらよいですか？","A: 長い肯定文を作るには、主語、動詞、そして付加情報（時間、場所、原因、方法など）を追加します。例: ""She is playing tennis at the club with her friends.""", "long sentence"
セクション2-4:肯定文 (affirmatives),異なるカテゴリとの関連性,"Q: 肯定文と疑問文はどのように関連していますか？","A: 肯定文は疑問文を作るベースになることが多いです。例えば、""She is playing tennis.""の疑問文は""Is she playing tennis?""になります。","question and affirmation"
セクション2-4:肯定文 (affirmatives),文化的・社会的文脈,"Q: 肯定文の用法は、文化あるいは社会により異なりますか？","A: はい、それは可能です。例えば、一部の文化では直接的な肯定を避け、間接的な表現を好むことがあります。", "cultural manners"
セクション2-4:肯定文 (affirmatives),実用的な派生,"Q: 肯定文は実際のコミュニケーションでどのように使いますか？", "A: 肯定文は実際のコミュニケーションでは資訊の提供、規則の確認、意見の表明、同意の示し等様々な用途で使われます。","communication"
セクション2-5:命令文 (imperatives),学習事項の基礎的な説明,"Q: 命令文とは何ですか？", "A: 命令文は何かをするように人に指示を出す文です。","instruction"
セクション2-5:命令文 (imperatives),例文,"Q: ""Open the door."" この文は何型の命令文ですか？","A: これは一般的な動詞を用いた命令文です。", "open door"
セクション2-5:命令文 (imperatives),練習問題,"Q: 次の文を命令文に変えてください。 ""You should go to bed early.""","A: "Go to bed early."","bed"
セクション2-5:命令文 (imperatives),同じカテゴリ内の拡張,"Q: 命令文にはどのような種類がありますか？","A: 命令文には、直接命令、間接命令、依頼などがあります。直接命令は強い命令感があり、間接命令や依頼はもっとやんわりとした命令形です。", "different types"
セクション2-5:命令文 (imperatives),異なるカテゴリとの関連性,"Q: 命令文と肯定文はどのように関連していますか？","A: 命令文は直接的なアクションを要求する一方、肯定文は事実や状況を述べます。しかし、命令文は時には暗黙的な肯定を省略することがあります。例: ""(You) Go to the store."" ここで ""You"" は暗黙の理解です。","affirmation and command"
セクション2-5:命令文 (imperatives),文化的・社会的文脈,"Q: 命令文の使用は社会や文化の文脈によって異なりますか？","A: はい、それは可能です。柔和な命令や依頼の形は、直接的な命令が鈍感または不適切と考えられる文化では特に重要です。", "cultural manners"
セクション2-5:命令文 (imperatives),実用的な派生,"Q: 命令文は日常生活でどのように使われますか？", "A: 命令文は、人にアクションをとるように頼む場合、指示を出す場合、または依頼する場合に日常的に使われます。","daily life"
セクション3-1:動詞 (Verbs),学習事項の基礎的な説明,"Q: 動詞とは何ですか？","A: 動詞はアクション、事象、状況の発生、または状態の変化を表す単語です。","action"
セクション3-1:動詞 (Verbs),例文,"Q: ""The boy plays soccer. ""この文で、動詞は何ですか？","A: 動詞は ""plays"" です。","playing soccer"
セクション3-1:動詞 (Verbs),練習問題,"Q: 次の文における動詞を答えてください： ""She reads a book every night."" ""They are running in the park.""","A: 1つ目の文の動詞は ""reads"" 、2つ目の文の動詞は ""are running"" です。","reading"
セクション3-1:動詞 (Verbs),同じカテゴリ内の拡張,"Q: 動詞はどのように分類されますか？","A: 動詞は主に行為動詞と状態動詞の2つに分類されます。行為動詞は具体的なアクションを、状態動詞は状態または感情を表します。他にも、一部の動詞は助動詞として使われます。","types of verbs"
セクション3-1:動詞 (Verbs),異なるカテゴリとの関連性,"Q: 動詞が形容詞や名詞とどのように関連するか説明してみてください。","A: 動詞はしばしば名詞（主語）が行う行動を表します。形容詞は多くの場合、動詞により表現される行動の様態や結果を詳細に説明します。","verbs and adjectives"
セクション3-1:動詞 (Verbs),文化的・社会的文脈,"Q: 動詞の使用は文化や社会により異なりますか？","A: はい、異なります。一部の文化では、話し言葉のレベルで特定の動詞形が頻繁に使用される場合があります。また、一部の地域変種では、特定の動詞形（例：過去形）が一部の地域特有の形に変化することもあります。","cultural variation"
セクション3-1:動詞 (Verbs),実用的な派生,"Q: ""go"" の基本的な意味以外にどのように使われますか？","A: ""go"" は多くのフレーズやイディオムで使われます。""go ahead""（進む）, ""go for it""（やってみる）, ""go out""（外出する）などがあります。","going ahead"
セクション3-2:時制 (Tenses),学習事項の基礎的な説明,"Q: 時制とは何ですか？","A: 時制は動詞の形が表す行動や状態が過去、現在、未来のどの時間にあるのかを示すものです。英語には現在、過去、未来の基本的な3つの時制があり、これらはそれぞれ進行形、完了形、進行完了形に拡張されます。","time"
セクション3-2:時制 (Tenses),例文,"Q: 過去形、現在形、未来形をそれぞれ1つずつ例文で示してください。","A: 過去形: ""She played soccer yesterday.""（彼女は昨日サッカーをした。）現在形: ""He reads a book.""（彼は本を読んでいる。）未来形: ""They will go to the park tomorrow.""（彼らは明日公園に行く予定です。）","past present future"
セクション3-2:時制 (Tenses),練習問題,"Q: 次の文を過去形、未来形に変えてみてください。 ""I play soccer every day.""","A: 過去形: ""I played soccer every day."" 未来形: ""I will play soccer every day.""","playing soccer"
セクション3-2:時制 (Tenses),同じカテゴリ内の拡張,"Q: 現在完了形とは何ですか？例を挙げてみましょう。","A: 現在完了形は、過去のある時点から現在までまたはその期間を参照する動詞の形で、「has/have + 過去分詞」の形を取ります。例：""I have studied English.""（私は英語を勉強してきました。）","present perfect tense"
セクション3-2:時制 (Tenses),異なるカテゴリとの関連性,"Q: 時制と助動詞の関係を説明してください。","A: 助動詞は主動詞の意味を補完し、しばしば時制を表示します。例えば、未来形を表すときには 'will' や 'is going to' を用います。また、助動詞 'have' は現在完了形を作るのに使われます。","modal verbs and tenses"
セクション3-2:時制 (Tenses),文化的・社会的文脈,"Q: 時制の使い方は文化や地域によって異なりますか？","A: いくつかの文化や地域では、特定の時制を頻繁に使用したり、特定の状況下で特定の時制を好むといった特性が見られます。これは主に話し言葉のレベルで現れます。","cultural variation in tenses"
セクション3-2:時制 (Tenses),実用的な派生,"Q: ""run"" の過去形、現在完了形、未来形は何ですか？","A: ""run""の過去形は ""ran""、現在完了形は ""have run""、未来形は ""will run"" or ""is going to run"" です。","running in different tenses"
セクション3-3:進行形 (Progressive),学習事項の基礎的な説明,"Q: 進行形とは何ですか？","A: 進行形は行為が進行中であることを示すために使用される時制です。進行形は現在、過去、未来の各時制で使用できます。進行形は「be + 動詞の-ing形」で形成されます。","progressive tense"
セクション3-3:進行形 (Progressive),例文,"Q: 現在進行形、過去進行形、未来進行形をそれぞれ1つずつ例文で示してください。","A: 現在進行形: ""She is reading a book.""（彼女は本を読んでいる。）過去進行形: ""We were eating dinner.""（私たちは夕食を食べていた。）未来進行形: ""They will be playing soccer.""（彼らはサッカーをしているだろう。）","reading eating playing"
セクション3-3:進行形 (Progressive),練習問題,"Q: 次の文を現在進行形、過去進行形、未来進行形に変えてみてください。 ""I play soccer every day.""","A: 現在進行形: ""I am playing soccer."" 過去進行形: ""I was playing soccer."" 未来進行形: ""I will be playing soccer.""","playing soccer"
セクション3-3:進行形 (Progressive),同じカテゴリ内の拡張,"Q: 過去完了進行形とは何ですか？例を挙げてみましょう。","A: 過去完了進行形は、過去の一定時間にすでに終わっていたが、それまでずっと進行していた行動を示すのに使用します。形は「had been + 動詞の-ing形」です。例：""I had been studying for three hours before I took a break.""（休憩する前に私は3時間勉強していました。）","past perfect progressive"
セクション3-3:進行形 (Progressive),異なるカテゴリとの関連性,"Q: 助動詞と進行形の関係を説明してください。","A: 進行形は通常、助動詞 'be' と主動詞の現在分詞（-ing形）を使用して形成されます。この 'be' は適切な時制に合わせて変化します（現在時制では 'am', 'is', 'are', 過去時制では 'was', 'were', 未来時制では 'will be' など）。","auxiliary verbs and progressive tense"
セクション3-3:進行形 (Progressive),文化的・社会的文脈,"Q: 進行形の使い方は、文化や地域によって異なりますか？","A: 一部の地域や文化では、特定の行動の継続を示すためにより頻繁に進行形を使用することがありますが、基本的な用途や意味は全世界で共通しています。","cultural variation in progressive usage"
セクション3-3:進行形 (Progressive),実用的な派生,"Q: ""run"" の現在進行形、過去進行形、未来進行形は何ですか？","A: ""run""の現在進行形は ""am/is/are running""、過去進行形は ""was/were running""、未来進行形は ""will be running"" or ""is/are going to be running"" です。","running in different progressive tenses"
セクション3-4:完了形 (Perfect),学習事項の基礎的な説明,"Q: 完了形とは何ですか？","A: 完了形は、ある行動が特定の時間点において既に『完了』している状態を示す時制です。「have/has + 過去分詞」で形成され、現在完了形・過去完了形・未来完了形などがあります。","perfect tense"
セクション3-4:完了形 (Perfect),例文,"Q: 現在完了形・過去完了形・未来完了形をそれぞれ１つずつ例文で示してください。","A: 現在完了形: ""I have finished my homework.""（私は宿題を終えた。）過去完了形: ""I had finished my homework by the time I went to bed.""（私は寝る時にはすでに宿題を終えていた。）未来完了形: ""I will have finished my homework by tomorrow.""（私は明日までに宿題を終えるだろう。）","finished homework"
セクション3-4:完了形 (Perfect),練習問題,"Q: 次の文を現在完了形・過去完了形・未来完了形に変えてみてください。 ""I play soccer every day.""","A: 現在完了形: ""I have played soccer today."" 過去完了形: ""I had played soccer by the time the sun set."" 未来完了形: ""I will have played soccer by this time tomorrow.""","playing soccer"
セクション3-4:完了形 (Perfect),同じカテゴリ内の拡張,"Q: 完了進行形とは何ですか？例を挙げてください。","A: 完了進行形は、過去の一定時間から現在またはその直前まで続いている進行中の行動を表すために使用されます。「has/have been + 動詞の-ing形」で形成されます。例：""I have been studying for three hours."""（私は鉛筆を使っています。）","perfect progressive tense"
